Date,Open,High,Low,Close,Adj Close,Volume
2009-07-01,38.299999,38.500000,37.650002,38.500000,30.356873,341500
2009-07-02,38.799999,38.849998,38.250000,38.400002,30.278023,329100
2009-07-06,37.450001,38.000000,36.950001,38.000000,29.962620,161000
2009-07-07,37.349998,37.500000,37.330002,37.400002,29.489529,197400
2009-07-08,37.700001,37.950001,37.500000,37.500000,29.568384,46800
2009-07-09,37.250000,37.740002,37.000000,37.500000,29.568384,47300
2009-07-10,37.299999,37.700001,37.200001,37.700001,29.726080,19600
2009-07-13,37.549999,37.799999,37.490002,37.500000,29.568384,232300
2009-07-14,37.950001,38.849998,37.599998,38.799999,30.593412,6300
2009-07-15,39.200001,39.849998,39.049999,39.849998,31.421331,5500
2009-07-16,39.849998,40.000000,39.400002,39.549999,31.184784,8600
2009-07-17,38.700001,39.099998,38.500000,38.900002,30.672272,20700
2009-07-20,38.650002,39.750000,37.349998,39.549999,31.184784,36900
2009-07-21,38.500000,38.950001,38.500000,38.750000,30.553993,30100
2009-07-22,39.700001,39.750000,38.419998,39.549999,31.184784,148700
2009-07-23,39.700001,40.099998,39.650002,39.900002,31.460762,7600
2009-07-24,40.000000,40.000000,39.549999,39.900002,31.460762,24400
2009-07-27,39.650002,39.799999,39.349998,39.599998,31.224205,7400
2009-07-28,39.599998,39.869999,39.500000,39.869999,31.437101,20500
2009-07-29,39.700001,39.700001,39.349998,39.349998,31.027088,17100
2009-07-30,39.799999,39.799999,39.400002,39.799999,31.381905,38700
2009-07-31,39.650002,40.200001,39.599998,40.150002,31.657881,23700
2009-08-03,39.500000,39.900002,39.150002,39.790001,31.374020,16800
2009-08-04,38.650002,39.450001,38.529999,39.250000,30.948233,38500
2009-08-05,39.099998,39.450001,38.490002,39.400002,31.066513,37200
2009-08-06,39.299999,39.689999,39.250000,39.400002,31.066513,6200
2009-08-07,39.549999,39.650002,39.259998,39.450001,31.105940,7500
2009-08-10,40.200001,40.320000,40.000000,40.150002,31.657881,3900
2009-08-11,40.290001,40.700001,40.290001,40.400002,31.855009,9600
2009-08-12,40.950001,41.299999,40.950001,41.049999,32.367523,13700
2009-08-13,39.099998,39.290001,38.849998,39.150002,30.869394,246000
2009-08-14,38.349998,38.700001,38.049999,38.700001,30.514563,19400
2009-08-17,39.099998,39.150002,38.849998,39.150002,30.869394,28200
2009-08-18,39.459999,40.200001,39.459999,40.150002,31.657881,3200
2009-08-19,39.799999,40.750000,39.720001,40.689999,32.083664,6300
2009-08-20,40.520000,40.820000,40.439999,40.599998,32.012699,14100
