Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,29.243595,29.355461,29.094442,29.150375,24.878271,2172800
2005-01-04,29.085119,29.220291,28.702911,28.702911,24.496382,2356700
2005-01-05,28.828760,28.898676,28.679605,28.721556,24.512291,2253000
2005-01-06,28.763506,29.108425,28.763506,28.991898,24.743011,1440400
2005-01-07,28.996559,29.122408,28.898676,28.949947,24.707212,1058300
2005-01-10,28.852066,29.001221,28.758844,28.824099,24.599815,1829400
2005-01-11,28.828760,28.828760,28.381296,28.432570,24.265661,2397900
2005-01-12,28.479179,28.563078,28.297398,28.493162,24.317366,2254900
2005-01-13,28.898676,29.434700,28.842743,28.954609,24.711191,3598300
2005-01-14,29.024525,29.579193,29.019865,29.518600,25.192533,2040100
2005-01-18,29.332157,29.956741,29.332157,29.868181,25.490875,2772100
2005-01-19,29.760975,30.077929,29.700382,29.765636,25.403360,2247800
2005-01-20,29.597837,29.691059,29.388090,29.471989,25.152746,3406800
2005-01-21,29.471989,29.509277,29.131731,29.131731,24.862358,2079300
2005-01-24,29.178341,29.369446,28.852066,28.861387,24.631639,1783700
2005-01-25,29.033848,29.122408,28.847404,28.907999,24.671408,1366200
2005-01-26,28.907999,29.164358,28.907999,29.150375,24.878271,2275900
2005-01-27,29.159697,29.961401,29.108425,29.695721,25.343691,3490600
2005-01-28,29.737671,29.830893,29.252918,29.681738,25.331762,2191800
2005-01-31,29.737671,29.826231,29.318172,29.448683,25.132856,2741500
2005-02-01,29.621143,29.728348,29.276224,29.471989,25.152746,2883000
2005-02-02,29.411394,29.770298,29.364784,29.602499,25.264137,1174600
2005-02-03,29.691059,29.947418,29.541904,29.891485,25.510763,3945100
2005-02-04,29.905470,30.553358,29.779619,30.553358,26.075644,2394700
2005-02-07,30.553358,31.229216,30.497425,30.996161,26.453548,3001600
2005-02-08,30.413527,30.856329,29.947418,30.641918,26.151220,6154400
2005-02-09,30.618614,30.632597,29.928774,30.087252,25.677843,2278400
2005-02-10,30.068607,30.101234,29.854197,29.868181,25.490875,3336600
2005-02-11,29.784281,30.413527,29.691059,30.348270,25.900604,2937000
2005-02-14,30.348270,30.390221,30.166489,30.296999,25.856852,1336000
2005-02-15,30.296999,30.464798,30.133862,30.283016,25.844919,2052500
2005-02-16,30.259710,30.296999,30.096573,30.203777,25.777294,1567000
2005-02-17,30.199118,30.255051,29.798264,29.798264,25.431202,2116600
2005-02-18,29.816908,30.012674,29.714365,29.723686,25.367554,3220700
2005-02-22,29.719027,29.728348,29.141052,29.210968,24.929981,4379000
2005-02-23,29.150375,29.364784,29.057154,29.131731,24.862358,3153600
2005-02-24,29.085119,29.220291,28.777489,29.169020,24.894182,2845300
2005-02-25,29.271563,29.970724,29.248257,29.891485,25.510763,2228100
2005-02-28,29.840214,30.180473,29.621143,29.877502,25.498838,1643900
2005-03-01,30.110556,30.227083,29.970724,30.129200,25.713642,2653800
2005-03-02,30.012674,30.590647,29.896147,30.511410,26.039839,3176100
2005-03-03,30.604631,30.809717,30.460136,30.669886,26.175095,1785200
2005-03-04,30.763107,31.201248,30.679207,31.177942,26.608688,2710000
2005-03-07,31.089382,31.695322,31.089382,31.588118,26.958748,2476400
2005-03-08,31.457607,31.555490,31.145315,31.210571,26.636539,2451000
2005-03-09,31.149977,31.154638,30.795734,30.833023,26.314320,2169900
2005-03-10,30.870312,31.033449,30.716496,30.786413,26.274536,2570000
2005-03-11,30.833023,30.963533,30.646580,30.795734,26.282494,2128000
2005-03-14,30.874973,31.210571,30.874973,31.187265,26.616648,1570200
2005-03-15,31.229216,31.550829,31.201248,31.387691,26.787695,2344300
2005-03-16,31.233875,31.392353,31.066076,31.066076,26.513218,2234400
2005-03-17,31.066076,31.154638,30.688530,30.702513,26.202942,2795500
2005-03-18,30.669886,30.781752,30.366915,30.408865,25.952322,6467900
2005-03-21,30.464798,30.502087,30.231745,30.278355,25.840937,1473700
2005-03-22,30.343611,30.562681,30.101234,30.105896,25.693750,2774500
2005-03-23,30.124540,30.399544,29.900808,30.348270,25.900604,2276300
2005-03-24,30.310982,30.590647,30.310982,30.385559,25.932426,1593400
2005-03-28,30.408865,30.553358,30.278355,30.278355,25.840937,1190100
2005-03-29,30.152506,30.306322,30.008013,30.063946,25.729395,2428200
2005-03-30,30.203777,31.052094,30.180473,31.052094,26.575079,2934500
2005-03-31,31.052094,31.275826,30.837685,31.163960,26.670818,2220100
2005-04-01,31.280487,31.345741,30.749125,30.749125,26.315796,1514800
2005-04-04,30.763107,30.879635,30.539375,30.739801,26.307817,1728500
2005-04-05,30.837685,31.322435,30.837685,31.252520,26.746618,1865400
2005-04-06,31.257181,31.373709,31.014805,31.112688,26.626944,1395900
2005-04-07,31.182604,31.532185,31.182604,31.476252,26.938087,1934800
2005-04-08,31.508879,31.583456,31.196587,31.443624,26.910162,1776100
2005-04-11,31.462269,31.765238,31.462269,31.616085,27.057762,1990200
2005-04-12,31.578796,31.914392,31.513540,31.853800,27.261202,2693500
2005-04-13,31.905071,32.263973,31.401674,31.452946,26.918140,2502200
2005-04-14,31.536846,31.536846,30.916924,30.963533,26.499287,2103000
2005-04-15,30.856329,30.860991,29.830893,29.877502,25.569839,4622600
2005-04-18,29.872841,29.970724,29.294868,29.294868,25.071207,4937700
2005-04-19,29.364784,29.593176,29.150375,29.201647,24.991430,4015800
2005-04-20,29.271563,29.355461,28.889355,28.991898,24.811918,3461000
2005-04-21,30.157167,30.525393,29.178341,29.537245,25.278641,6378300
2005-04-22,29.667753,30.273693,29.555889,29.765636,25.474102,3919700
2005-04-25,29.840214,30.292337,29.840214,30.269033,25.904922,3147100
2005-04-26,30.296999,30.795734,30.269033,30.688530,26.263935,3291100
2005-04-27,30.693192,30.777090,30.390221,30.711836,26.283884,3071900
2005-04-28,30.530054,30.534714,29.467327,29.537245,25.278641,4572100
2005-04-29,29.737671,29.900808,28.991898,29.248257,25.031319,5621200
2005-05-02,29.271563,29.364784,28.339348,28.572401,24.452911,7124900
2005-05-03,28.567739,28.637655,28.241465,28.371975,24.281376,5045900
2005-05-04,28.432570,28.949947,28.339348,28.945288,24.772030,5081900
2005-05-05,28.898676,29.099102,28.619011,28.949947,24.776018,3874700
2005-05-06,29.010542,29.085119,28.805454,28.866049,24.704220,2650600
2005-05-09,28.866049,29.252918,28.721556,29.201647,24.991430,2143100
2005-05-10,29.015203,29.122408,28.637655,28.735538,24.592510,2901900
2005-05-11,28.730877,28.959270,28.404602,28.880032,24.716179,1670300
2005-05-12,28.880032,28.949947,28.437229,28.581722,24.460876,2292600
2005-05-13,28.670284,28.679605,28.152905,28.339348,24.253452,3036400
2005-05-16,28.390619,28.842743,28.152905,28.842743,24.684273,2153800
2005-05-17,28.726217,29.196985,28.511806,29.141052,24.939571,2173400
2005-05-18,29.308851,30.077929,29.196985,30.040640,25.709457,3246900
2005-05-19,30.063946,30.427509,30.017334,30.390221,26.008635,2373800
2005-05-20,30.376238,30.413527,30.133862,30.296999,25.928854,1387400
2005-05-23,30.436832,30.739801,30.296999,30.679207,26.255959,1575500
2005-05-24,30.986839,31.229216,30.958872,31.229216,26.726669,3858300
2005-05-25,31.229216,31.345741,30.940228,31.033449,26.559124,2455600
2005-05-26,31.089382,31.369047,31.070738,31.355064,26.834368,2032200
2005-05-27,31.261843,31.602100,31.261843,31.434301,26.902174,2022100
2005-05-31,31.410997,31.676678,31.289808,31.480913,26.942076,1675000
2005-06-01,31.336420,31.998293,31.238537,31.602100,27.045784,3015800
2005-06-02,31.564812,32.566944,31.424980,32.538979,27.847591,3760300
2005-06-03,32.538979,32.585587,32.245331,32.408466,27.735897,2994400
2005-06-06,32.371178,32.511009,32.277958,32.305923,27.648136,1680000
2005-06-07,32.310585,32.632198,32.236008,32.259312,27.608252,2360000
2005-06-08,32.263973,32.487705,31.951681,32.072868,27.448689,1696400
2005-06-09,32.044903,32.492367,31.830494,32.459740,27.779770,1508300
2005-06-10,32.431774,32.501690,31.886427,31.979649,27.368906,2124600
2005-06-13,31.811850,32.086853,31.648712,31.788544,27.205360,1966300
2005-06-14,31.793205,32.161430,31.783882,32.138126,27.504536,1791900
2005-06-15,32.161430,32.347874,31.835155,32.035580,27.416773,2021400
2005-06-16,32.058887,32.254650,31.928377,32.156769,27.520489,1893500
2005-06-17,32.231346,32.399143,32.030918,32.287281,27.632179,2180800
2005-06-20,32.161430,32.422451,32.082191,32.319908,27.660110,1052100
2005-06-21,32.273296,32.487705,32.021599,32.068207,27.533167,1693200
2005-06-22,32.566944,32.566944,32.161430,32.175415,27.625221,1751100
2005-06-23,32.175415,32.319908,31.746593,31.793205,27.297060,1776100
2005-06-24,31.695322,31.891088,31.616085,31.639389,27.164997,2604000
2005-06-27,31.527523,31.769899,31.345741,31.569473,27.104965,1745400
2005-06-28,31.662695,32.030918,31.653374,31.905071,27.393106,1012800
2005-06-29,31.909733,32.016937,31.783882,31.853800,27.349087,1621900
2005-06-30,31.891088,31.974987,31.653374,31.797867,27.301054,2576700
2005-07-01,31.797867,32.077530,31.732611,32.016937,27.489151,1474100
2005-07-05,31.919054,32.483044,31.774561,32.208042,27.653233,1450100
2005-07-06,32.170753,32.315247,32.082191,32.082191,27.545179,1351900
2005-07-07,31.690660,32.054226,31.387691,31.970325,27.449131,3271600
2005-07-08,31.961004,32.501690,31.928377,32.389824,27.809305,1347500
2005-07-11,32.417789,32.916523,32.338551,32.869915,28.221508,1769800
